id,age,job,marital,education,housing,loan_alive
127394,32,blue-collar,single,secondary,no,no
110418,48,blue-collar,married,secondary,yes,no
110417,35,blue-collar,married,tertiary,no,no
144396,42,management,married,tertiary,yes,no
144395,32,admin.,married,secondary,no,no
141859,73,retired,married,unknown,no,no
141860,35,admin.,married,tertiary,no,no
122686,32,technician,married,secondary,yes,no
123355,39,management,single,tertiary,yes,no
124951,36,blue-collar,married,secondary,yes,no
124952,58,management,married,primary,no,no
132208,32,self-employed,single,secondary,yes,no
103967,58,blue-collar,married,secondary,no,no
103968,40,blue-collar,married,secondary,yes,yes
103635,52,blue-collar,married,primary,yes,no
103636,58,management,married,tertiary,no,no
110375,41,blue-collar,divorced,primary,no,no
101958,29,blue-collar,single,secondary,yes,no
137051,42,unemployed,married,primary,yes,no
128018,42,services,divorced,secondary,no,no
138402,49,self-employed,married,secondary,yes,no
123017,31,technician,single,tertiary,no,no
101675,43,blue-collar,single,secondary,yes,no
145173,30,technician,single,tertiary,no,no
110571,57,services,married,secondary,no,no
113333,27,services,single,secondary,no,no
101811,55,blue-collar,married,primary,no,no
101812,39,services,married,secondary,yes,yes
108607,23,blue-collar,single,secondary,yes,no
105442,35,admin.,divorced,secondary,no,no
129828,37,management,married,tertiary,yes,no
111789,36,management,married,tertiary,yes,no
111790,55,retired,married,secondary,no,no
135985,44,technician,single,secondary,yes,no
122513,41,technician,married,secondary,no,no
122514,35,self-employed,married,secondary,yes,no
110430,39,services,married,secondary,no,no
110429,55,management,married,tertiary,no,no
133059,40,blue-collar,married,primary,yes,no
107177,40,technician,married,secondary,yes,no
107178,32,admin.,married,tertiary,no,no
114092,47,services,married,secondary,no,no
114091,28,management,married,tertiary,yes,no
104670,35,management,single,tertiary,yes,no
117150,36,services,divorced,tertiary,yes,no
104322,55,admin.,divorced,secondary,yes,no
137531,35,services,divorced,secondary,yes,no
141858,33,management,single,tertiary,no,no
137803,33,technician,single,secondary,yes,no
115487,36,management,divorced,tertiary,yes,no
140930,46,unemployed,married,secondary,no,no
140929,44,technician,married,tertiary,yes,yes
127226,44,blue-collar,married,unknown,yes,no
134542,27,technician,single,secondary,yes,no
102476,44,blue-collar,married,primary,yes,no
120187,35,management,single,tertiary,yes,no
142864,77,retired,married,unknown,no,no
142863,29,technician,married,secondary,no,yes
117307,27,technician,married,secondary,yes,yes
115556,37,technician,married,tertiary,yes,no
134272,25,student,single,secondary,yes,no
128599,46,services,divorced,secondary,yes,yes
144944,40,housemaid,married,tertiary,no,no
115274,54,blue-collar,single,secondary,yes,no
105182,30,blue-collar,single,secondary,yes,yes
112955,47,housemaid,married,secondary,no,no
112956,30,technician,married,tertiary,yes,yes
119346,42,management,married,tertiary,yes,no
100053,32,management,married,tertiary,yes,no
109584,57,retired,married,secondary,yes,no
109583,40,admin.,married,secondary,no,no
140005,32,services,single,tertiary,no,no
114162,48,blue-collar,divorced,primary,no,no
120433,33,technician,married,tertiary,no,no
135453,53,admin.,divorced,secondary,yes,no
104110,54,services,married,secondary,yes,no
104096,44,admin.,married,secondary,yes,yes
103617,57,management,married,tertiary,no,yes
123855,49,management,single,secondary,no,no
143170,67,retired,married,primary,no,no
143169,48,technician,married,secondary,no,yes
117954,26,blue-collar,married,secondary,yes,yes
117953,60,blue-collar,married,secondary,yes,no
108122,31,management,single,tertiary,yes,yes
144241,35,blue-collar,married,secondary,yes,no
113045,56,blue-collar,divorced,primary,no,no
113259,42,entrepreneur,married,tertiary,yes,no
115789,38,technician,divorced,secondary,yes,yes
120986,41,management,divorced,tertiary,no,no
144898,31,technician,married,tertiary,yes,no
134652,55,services,married,secondary,yes,yes
134651,46,management,married,tertiary,yes,no
116784,61,retired,divorced,secondary,no,no
108196,31,blue-collar,married,secondary,yes,no
108195,48,admin.,married,secondary,yes,no
104177,34,services,divorced,secondary,yes,no
109133,32,blue-collar,single,secondary,yes,no
119471,45,blue-collar,married,secondary,yes,yes
133414,30,admin.,married,secondary,no,no
106274,36,services,single,secondary,no,no
108283,31,technician,single,secondary,yes,no
114063,26,admin.,single,primary,yes,yes
138094,33,blue-collar,married,secondary,yes,no
138093,35,blue-collar,married,primary,yes,no
110957,44,technician,divorced,secondary,no,no
100844,39,blue-collar,married,secondary,yes,no
139309,24,services,married,secondary,yes,no
139310,35,technician,married,secondary,yes,yes
116582,34,technician,single,secondary,yes,yes
120389,34,management,married,tertiary,yes,no
134005,32,technician,single,tertiary,no,yes
144576,27,blue-collar,single,secondary,no,no
107814,36,management,single,tertiary,yes,no
132779,38,admin.,divorced,secondary,yes,no
136831,33,management,divorced,tertiary,yes,yes
108511,27,admin.,single,secondary,yes,no
140225,31,blue-collar,divorced,secondary,no,no
117289,26,services,single,secondary,yes,no
122240,37,technician,divorced,secondary,no,no
128635,35,blue-collar,single,secondary,yes,no
132745,41,blue-collar,married,secondary,yes,no
132746,33,blue-collar,married,primary,yes,no
116388,35,admin.,married,secondary,yes,no
116387,57,management,married,tertiary,no,yes
101288,32,services,married,secondary,yes,no
101287,32,blue-collar,married,secondary,yes,no
108064,36,technician,single,secondary,yes,no
109631,48,blue-collar,single,primary,no,no
143835,26,technician,single,tertiary,no,no
112875,32,technician,single,secondary,no,yes
141972,42,management,married,tertiary,no,no
141971,40,admin.,married,tertiary,no,no
107989,30,management,single,secondary,yes,yes
134388,31,admin.,married,secondary,yes,yes
141769,72,blue-collar,married,primary,no,no
118617,34,management,married,tertiary,yes,no
118618,45,blue-collar,married,unknown,yes,no
103710,45,technician,married,secondary,yes,no
144660,35,technician,married,secondary,yes,no
133957,45,self-employed,married,secondary,no,no
133958,36,technician,married,secondary,yes,no
121521,60,admin.,married,secondary,no,no
121522,53,management,married,tertiary,no,no
128471,36,technician,married,secondary,yes,no
144842,35,student,single,secondary,no,no
112298,42,self-employed,married,tertiary,no,yes
112297,47,technician,married,secondary,no,yes
110208,41,unknown,single,unknown,no,no
127644,35,self-employed,single,secondary,no,no
123688,34,technician,married,secondary,no,no
123687,54,admin.,married,secondary,no,no
122673,52,management,married,tertiary,no,no
133051,37,self-employed,single,primary,yes,no
125163,48,unemployed,married,primary,no,no
125164,35,admin.,married,secondary,yes,no
110932,53,blue-collar,married,primary,yes,no
114755,37,services,single,secondary,no,no
131991,40,admin.,married,secondary,yes,no
131992,31,technician,married,secondary,yes,no
118722,35,management,single,secondary,yes,no
127536,52,admin.,married,secondary,no,no
125100,41,entrepreneur,married,primary,yes,yes
104254,49,blue-collar,married,secondary,yes,no
104253,32,blue-collar,married,secondary,yes,no
108709,33,management,married,tertiary,no,no
108710,35,management,married,unknown,yes,no
106424,35,technician,single,secondary,yes,no
144761,28,student,single,tertiary,no,no
117706,36,admin.,married,secondary,no,yes
117705,51,unknown,married,unknown,no,no
123372,30,management,single,tertiary,yes,no
132490,33,management,divorced,tertiary,yes,yes
118406,41,blue-collar,married,secondary,yes,no
143058,50,admin.,married,secondary,no,no
143057,28,admin.,married,tertiary,yes,yes
113137,29,management,married,tertiary,no,yes
113138,39,technician,married,secondary,no,no
107022,33,admin.,single,secondary,yes,no
106210,34,blue-collar,married,secondary,yes,yes
143498,57,retired,married,secondary,yes,no
120535,34,housemaid,married,tertiary,no,no
126072,34,services,married,secondary,yes,no
106685,34,blue-collar,single,secondary,yes,no
111683,39,management,single,tertiary,no,no
125029,46,technician,single,secondary,yes,no
105042,33,management,single,tertiary,yes,yes
116078,51,blue-collar,married,secondary,yes,yes
108478,35,services,divorced,secondary,yes,no
116114,50,housemaid,divorced,primary,yes,no
123859,35,technician,married,secondary,yes,no
123860,56,management,married,tertiary,no,yes
121827,32,technician,single,secondary,yes,no
116129,44,unknown,married,unknown,yes,no
116130,44,services,married,primary,no,yes
134266,26,management,single,tertiary,yes,no
129592,32,technician,single,secondary,no,no
131168,38,student,single,tertiary,no,no
108819,22,admin.,married,secondary,yes,no
126593,43,self-employed,married,secondary,yes,no
133235,35,admin.,married,secondary,yes,no
122911,34,management,married,secondary,no,no
122912,50,management,married,tertiary,no,no
134504,23,blue-collar,single,secondary,yes,no
104320,46,management,divorced,secondary,yes,no
114414,43,technician,married,primary,yes,no
114413,52,technician,married,secondary,no,yes
132931,34,blue-collar,married,primary,yes,yes
132932,44,blue-collar,married,secondary,yes,no
143153,70,management,married,secondary,no,no
131112,61,retired,married,primary,no,no
124224,55,entrepreneur,married,primary,no,no
124223,58,retired,married,secondary,yes,yes
125188,38,entrepreneur,married,tertiary,no,yes
125187,40,management,married,tertiary,yes,no
103204,47,services,married,secondary,yes,no
103203,41,housemaid,married,primary,yes,no
123416,37,housemaid,single,tertiary,no,no
107308,32,admin.,married,secondary,yes,no
107307,33,management,married,tertiary,yes,yes
100835,35,technician,single,secondary,yes,no
120462,32,management,single,tertiary,no,no
145023,42,admin.,married,unknown,no,no
130960,29,technician,single,tertiary,yes,no
121016,50,management,single,tertiary,no,no
132530,28,student,single,secondary,yes,no
144094,52,services,married,secondary,no,no
144655,27,technician,single,tertiary,no,no
107572,35,entrepreneur,married,tertiary,yes,no
107571,30,blue-collar,married,primary,yes,no
124418,30,management,single,secondary,yes,no
106862,45,management,married,tertiary,yes,no
106861,57,blue-collar,married,primary,yes,no
107688,52,blue-collar,married,primary,yes,no
105847,28,self-employed,single,tertiary,yes,no
129801,40,self-employed,single,unknown,yes,no
115551,51,housemaid,married,secondary,no,yes
115552,44,admin.,married,secondary,no,yes
139365,42,blue-collar,married,secondary,yes,no
101404,42,management,married,tertiary,yes,no
123489,44,entrepreneur,married,tertiary,yes,yes
123490,51,management,married,secondary,no,no
102049,56,management,single,tertiary,no,no
134012,53,management,married,tertiary,no,no
134011,31,services,married,secondary,no,no
109246,36,admin.,single,secondary,yes,no
121456,43,management,married,tertiary,no,no
117288,44,housemaid,married,secondary,no,no
118540,44,entrepreneur,divorced,secondary,no,no
142502,43,unemployed,married,secondary,no,no
142501,45,technician,married,tertiary,no,no
139187,27,blue-collar,single,secondary,yes,no
134406,55,blue-collar,married,secondary,yes,no
134405,34,unemployed,married,secondary,yes,no
108765,28,admin.,single,tertiary,no,no
144420,32,management,married,tertiary,no,no
101172,36,blue-collar,married,secondary,yes,no
101171,41,blue-collar,married,primary,yes,no
129897,36,technician,married,tertiary,no,no
142587,30,management,single,tertiary,yes,no
117073,44,technician,single,tertiary,yes,no
101235,31,self-employed,married,tertiary,yes,no
123275,31,technician,married,secondary,yes,yes
101962,37,blue-collar,married,primary,yes,no
101961,34,blue-collar,married,secondary,no,no
104871,34,services,married,secondary,yes,no
104872,30,entrepreneur,married,primary,yes,no
111205,60,retired,married,primary,no,no
131853,23,admin.,single,tertiary,no,yes
122991,54,management,married,tertiary,no,no
131281,21,blue-collar,single,secondary,no,no
141863,44,technician,single,tertiary,no,no
130349,59,technician,married,secondary,no,no
116297,46,blue-collar,married,primary,no,no
131800,67,retired,married,secondary,no,no
131799,34,blue-collar,married,unknown,yes,no
138274,40,blue-collar,married,secondary,yes,no
102717,41,management,divorced,tertiary,yes,no
105141,38,blue-collar,single,secondary,yes,no
134002,46,services,married,secondary,no,no
113154,31,blue-collar,married,primary,no,no
139238,35,management,single,tertiary,yes,no
128603,33,services,married,secondary,yes,no
117924,52,admin.,married,secondary,no,no
117923,48,unknown,married,unknown,no,no
143935,28,management,single,tertiary,no,no
140645,39,admin.,divorced,secondary,yes,no
144691,29,unemployed,single,unknown,no,no
139644,60,retired,married,tertiary,no,no
119263,45,management,divorced,tertiary,no,no
128655,39,management,single,tertiary,no,yes
114575,42,management,married,tertiary,no,yes
114576,26,services,married,secondary,yes,no
121190,48,blue-collar,married,primary,no,no
121189,42,housemaid,married,secondary,no,no
123692,47,services,married,secondary,no,no
140439,39,admin.,divorced,secondary,yes,no
110719,40,management,married,tertiary,no,no
110720,51,blue-collar,married,primary,no,yes
111621,45,housemaid,married,secondary,no,yes
123871,31,technician,single,secondary,no,no
113695,56,management,married,secondary,yes,no
127933,45,services,married,secondary,no,no
115558,54,management,divorced,tertiary,yes,no
105187,34,entrepreneur,married,secondary,yes,no
142513,34,services,married,secondary,no,no
143313,51,management,married,tertiary,no,no
129575,33,student,single,secondary,yes,no
128772,31,management,married,tertiary,yes,no
119359,41,management,divorced,secondary,no,no
138894,23,student,single,secondary,yes,no
104411,37,management,married,tertiary,yes,no
104412,39,unemployed,married,secondary,yes,no
141994,22,student,single,secondary,no,no
139121,26,blue-collar,married,primary,yes,yes
112641,31,blue-collar,single,secondary,no,no
127791,32,blue-collar,single,secondary,no,no
128637,32,technician,married,secondary,no,no
129770,47,blue-collar,married,secondary,yes,no
129769,39,services,married,secondary,no,no
145192,75,retired,divorced,tertiary,yes,no
131927,30,technician,single,tertiary,no,no
141786,43,management,married,tertiary,no,no
141785,49,admin.,married,secondary,yes,no
132274,35,technician,married,secondary,yes,no
132273,43,blue-collar,married,unknown,yes,no
132006,44,self-employed,single,tertiary,yes,no
107420,45,blue-collar,married,secondary,yes,no
107419,37,admin.,married,secondary,yes,no
137069,30,blue-collar,married,primary,yes,no
100432,42,management,married,tertiary,yes,no
100431,55,admin.,married,secondary,yes,no
140011,29,self-employed,single,tertiary,no,no
116283,40,blue-collar,married,secondary,no,no
116284,40,blue-collar,married,secondary,no,no
127287,37,management,married,tertiary,yes,no
102493,44,management,married,tertiary,yes,yes
114642,27,technician,single,unknown,no,no
104258,41,management,married,tertiary,yes,no
104257,52,blue-collar,married,secondary,yes,yes
107851,23,services,single,tertiary,yes,no
113723,29,management,married,tertiary,yes,no
134700,29,management,single,tertiary,yes,no
120347,43,management,married,secondary,yes,no
120348,31,management,married,tertiary,no,no
122207,31,technician,married,secondary,no,no
122208,43,technician,married,tertiary,no,no
123618,55,services,married,secondary,no,no
123617,48,management,married,tertiary,no,no
120623,38,management,married,tertiary,no,no
120624,49,self-employed,married,tertiary,no,no
126344,33,self-employed,single,tertiary,no,no
116061,32,services,single,tertiary,yes,yes
122417,46,services,married,primary,no,no
122418,35,management,married,tertiary,no,no
144207,26,admin.,married,secondary,no,no
139866,26,technician,married,secondary,no,no
139865,40,services,married,secondary,yes,no
120184,31,technician,single,tertiary,no,no
110723,56,entrepreneur,married,secondary,yes,yes
110724,54,retired,married,primary,no,no
127719,50,technician,married,tertiary,no,no
121132,34,housemaid,married,tertiary,no,no
144408,48,admin.,married,secondary,no,no
144407,63,entrepreneur,married,secondary,no,no
132498,50,admin.,divorced,secondary,yes,no
115912,30,admin.,married,secondary,yes,no
120213,30,technician,single,secondary,no,no
130620,44,technician,single,secondary,yes,no
125740,42,blue-collar,married,primary,yes,no
125739,57,retired,married,primary,no,no
137097,30,admin.,divorced,secondary,yes,no
116185,39,blue-collar,single,secondary,no,no
109008,50,technician,married,primary,yes,no
109007,36,management,married,unknown,no,no
124135,49,management,married,secondary,no,no
124136,48,management,divorced,tertiary,no,no
107421,28,services,single,secondary,yes,no
108887,44,entrepreneur,married,secondary,yes,yes
102675,59,retired,divorced,tertiary,yes,no
122412,36,management,single,tertiary,no,no
109415,35,self-employed,married,secondary,no,no
109416,48,technician,married,secondary,no,no
135908,39,technician,divorced,tertiary,yes,no
114639,45,blue-collar,divorced,primary,no,no
131242,58,management,divorced,secondary,no,no
131821,32,admin.,single,secondary,yes,yes
112918,46,blue-collar,married,primary,no,no
103540,53,services,married,secondary,yes,no
103539,42,admin.,married,secondary,yes,no
118911,46,retired,divorced,tertiary,no,no
121534,38,technician,single,tertiary,no,no
128847,54,technician,divorced,secondary,no,no
139352,35,services,single,secondary,yes,no
140965,31,admin.,married,secondary,no,no
140966,30,management,married,tertiary,yes,no
119292,40,management,single,tertiary,no,no
137581,26,management,single,tertiary,yes,no
142352,30,management,single,tertiary,no,no
109887,51,housemaid,divorced,primary,no,no
119311,55,technician,divorced,secondary,yes,no
115891,38,technician,single,tertiary,yes,no
138787,27,admin.,married,secondary,yes,yes
122803,43,technician,married,secondary,no,no
125082,31,blue-collar,married,secondary,yes,no
142702,21,student,single,primary,no,no
106490,32,blue-collar,married,primary,yes,no
106283,34,technician,single,secondary,yes,no
130870,34,admin.,single,secondary,yes,no
104026,42,management,single,tertiary,no,no
116003,29,student,single,tertiary,yes,no
134719,47,entrepreneur,married,tertiary,no,no
134720,44,blue-collar,married,primary,yes,no
142123,29,student,single,unknown,no,no
117524,26,blue-collar,single,primary,no,yes
127728,53,management,divorced,secondary,no,yes
108415,43,technician,married,secondary,no,no
119315,53,housemaid,married,primary,no,no
119316,30,management,married,tertiary,no,no
113585,25,services,single,secondary,no,yes
100235,55,blue-collar,married,primary,yes,no
100236,45,blue-collar,married,primary,yes,no
119539,45,blue-collar,married,primary,yes,no
140367,61,management,married,tertiary,no,no
113769,31,management,married,tertiary,yes,no
101976,48,blue-collar,married,primary,yes,no
103953,43,blue-collar,divorced,primary,yes,no
131012,37,services,single,secondary,yes,no
113449,30,management,single,secondary,yes,no
119168,51,services,married,secondary,no,no
119167,49,technician,married,secondary,no,no
113484,36,admin.,single,secondary,no,yes
103745,40,services,married,secondary,yes,no
103746,34,entrepreneur,married,tertiary,yes,no
106660,30,services,married,secondary,yes,no
141575,46,management,married,tertiary,yes,no
141576,40,admin.,married,secondary,no,no
137882,32,management,single,tertiary,yes,no
129023,38,management,married,tertiary,no,no
109889,38,technician,married,primary,yes,no
109890,45,blue-collar,married,primary,yes,no
107621,36,management,married,tertiary,yes,no
107622,42,management,married,tertiary,yes,no
133335,34,admin.,single,secondary,yes,no
113445,45,services,divorced,secondary,yes,no
105447,43,admin.,divorced,secondary,yes,no
121949,36,management,married,tertiary,no,no
121950,51,technician,married,secondary,no,no
105861,32,blue-collar,married,primary,yes,no
102553,39,admin.,single,secondary,yes,yes
132442,39,management,single,tertiary,yes,no
106119,49,self-employed,married,primary,yes,no
106120,43,blue-collar,married,primary,yes,no
106517,40,management,single,tertiary,yes,no
103417,39,unemployed,divorced,secondary,yes,no
131370,33,housemaid,single,tertiary,yes,no
110404,40,management,married,secondary,yes,no
110403,41,services,married,secondary,no,yes
104363,36,management,divorced,tertiary,yes,no
102417,31,technician,married,secondary,yes,no
102418,28,blue-collar,married,unknown,yes,no
130783,36,management,married,primary,no,no
130784,32,housemaid,married,primary,yes,no
133551,49,management,married,tertiary,yes,no
133552,29,blue-collar,married,secondary,yes,no
104144,32,technician,married,unknown,no,no
112433,45,admin.,single,secondary,no,yes
108200,34,services,single,secondary,yes,no
119945,47,blue-collar,married,secondary,no,no
109702,35,technician,married,tertiary,no,yes
138273,32,admin.,single,tertiary,yes,no
120740,32,management,single,tertiary,no,no
135581,44,management,divorced,tertiary,yes,no
133285,32,technician,single,secondary,yes,no
135022,35,blue-collar,divorced,primary,yes,no
111418,41,unemployed,married,primary,no,no
111417,43,self-employed,married,tertiary,yes,no
110648,56,admin.,single,secondary,no,no
114767,30,technician,married,unknown,yes,no
114768,51,blue-collar,married,primary,no,no
131131,85,retired,divorced,primary,no,no
107805,56,management,married,tertiary,yes,no
107806,37,technician,married,secondary,yes,no
127668,49,services,married,primary,yes,no
127667,35,services,married,secondary,no,yes
102257,42,management,divorced,tertiary,yes,no
118547,42,technician,single,secondary,no,no
115084,29,services,single,secondary,no,no
107872,58,management,married,primary,yes,no
107871,41,admin.,married,secondary,yes,yes
141326,65,retired,divorced,tertiary,no,no
141743,33,management,single,tertiary,no,no
134615,31,services,single,secondary,yes,no
143797,28,technician,married,secondary,no,no
143798,66,management,married,unknown,yes,no
103463,43,management,married,tertiary,yes,no
103464,34,management,married,unknown,yes,no
103429,41,management,single,tertiary,yes,no
109591,49,admin.,married,secondary,no,no
100331,48,blue-collar,married,secondary,no,no
100332,42,blue-collar,married,unknown,yes,no
103219,48,admin.,divorced,secondary,yes,no
119232,34,management,single,tertiary,no,no
118756,37,admin.,married,secondary,no,no
118755,47,blue-collar,married,secondary,no,no
141294,64,retired,married,unknown,no,no
141293,40,technician,married,secondary,no,no
142799,62,entrepreneur,married,secondary,no,no
142800,60,retired,married,secondary,yes,no
140846,70,retired,married,unknown,no,no
140845,57,management,married,secondary,no,yes
126956,45,management,divorced,tertiary,no,no
126211,34,entrepreneur,married,tertiary,no,yes
126212,35,management,married,primary,no,no
129532,32,housemaid,married,tertiary,yes,no
129531,33,blue-collar,married,secondary,yes,yes
138252,31,technician,married,tertiary,yes,no
125418,31,technician,married,tertiary,no,no
125417,31,admin.,married,secondary,yes,yes
143979,30,technician,single,secondary,yes,yes
127604,48,technician,married,secondary,no,no
131899,51,blue-collar,married,primary,yes,no
137496,55,retired,married,secondary,yes,no
140758,59,retired,divorced,tertiary,no,no
137495,52,management,married,tertiary,yes,no
128172,27,self-employed,single,secondary,no,no
102831,49,entrepreneur,married,secondary,yes,no
127258,35,management,married,tertiary,yes,no
127257,41,self-employed,married,secondary,no,no
104159,41,services,single,secondary,yes,no
120865,31,management,single,tertiary,no,no
105265,35,blue-collar,single,primary,yes,no
144503,34,management,married,tertiary,no,no
126657,52,housemaid,married,secondary,yes,no
138140,43,management,married,tertiary,yes,no
142479,64,retired,married,primary,no,no
112738,42,blue-collar,divorced,unknown,no,no
114213,38,management,divorced,tertiary,yes,no
116601,40,admin.,married,secondary,no,no
116602,51,services,married,secondary,no,yes
137471,31,services,married,secondary,yes,no
135565,27,housemaid,single,tertiary,yes,no
132839,54,self-employed,married,secondary,yes,no
113992,26,services,single,secondary,no,no
102281,31,admin.,married,secondary,yes,no
118697,42,self-employed,married,secondary,no,no
118698,33,services,married,secondary,yes,yes
115661,37,housemaid,married,tertiary,yes,no
122489,47,housemaid,divorced,secondary,no,no
132381,42,blue-collar,married,unknown,yes,no
132382,37,blue-collar,married,secondary,yes,no
109330,44,management,single,secondary,no,no
126297,30,admin.,married,secondary,yes,no
126083,33,management,married,tertiary,no,no
136847,50,admin.,single,secondary,yes,no
130966,31,blue-collar,single,secondary,no,no
113008,41,housemaid,married,primary,no,no
134575,30,services,married,secondary,yes,no
138196,60,admin.,divorced,secondary,yes,no
127352,39,management,married,tertiary,no,yes
127351,48,blue-collar,married,primary,no,yes
106743,32,unemployed,married,secondary,yes,no
105948,40,admin.,married,secondary,yes,yes
100785,57,technician,married,unknown,yes,no
122343,60,self-employed,single,secondary,no,no
108680,29,self-employed,married,tertiary,yes,no
116371,25,blue-collar,single,secondary,no,yes
107847,44,blue-collar,married,primary,yes,no
107817,41,technician,married,secondary,yes,no
124937,31,technician,married,tertiary,no,yes
143706,68,retired,married,secondary,no,no
103552,31,blue-collar,divorced,secondary,no,yes
111153,44,blue-collar,married,secondary,yes,no
112478,28,technician,single,tertiary,no,no
112242,44,blue-collar,married,primary,yes,no
112241,42,management,married,tertiary,yes,no
126437,46,technician,married,secondary,no,yes
114789,56,blue-collar,married,secondary,no,yes
104599,37,blue-collar,single,primary,yes,no
133081,22,student,single,secondary,no,no
142173,33,student,married,secondary,no,no
141590,31,management,single,tertiary,no,no
124432,40,management,single,tertiary,no,yes
122006,31,technician,single,secondary,no,no
113022,46,management,married,tertiary,yes,no
132820,59,services,divorced,primary,yes,no
106129,58,admin.,married,secondary,yes,no
122691,37,management,married,tertiary,no,no
122692,46,admin.,married,secondary,no,no
117962,54,retired,single,secondary,no,no
104465,33,services,married,secondary,yes,no
130461,39,management,single,tertiary,yes,no
131601,44,blue-collar,married,primary,yes,yes
141952,76,retired,married,tertiary,no,no
141951,55,services,married,secondary,no,no
116835,33,admin.,single,secondary,no,no
126578,35,admin.,married,secondary,yes,no
126577,37,entrepreneur,married,tertiary,yes,no
102570,53,admin.,divorced,secondary,yes,no
113501,28,self-employed,single,secondary,yes,no
124640,46,services,married,unknown,yes,no
124639,40,housemaid,married,secondary,yes,yes
107841,25,blue-collar,single,secondary,yes,no
124980,46,management,married,secondary,no,no
106684,27,services,single,secondary,yes,no
142067,62,blue-collar,married,primary,no,no
110532,44,self-employed,married,secondary,no,no
119138,44,management,married,tertiary,no,no
140079,30,management,single,tertiary,yes,no
114681,54,retired,married,tertiary,no,no
127481,31,management,single,tertiary,no,no
131720,56,technician,married,primary,no,no
116079,55,management,divorced,tertiary,yes,no
121010,34,technician,single,secondary,no,no
132166,44,blue-collar,single,secondary,yes,no
143051,28,student,single,tertiary,no,no
140762,32,self-employed,single,tertiary,no,no
102183,33,technician,single,secondary,yes,no
114687,44,blue-collar,divorced,secondary,no,yes
138963,28,blue-collar,single,secondary,yes,no
145199,37,management,married,tertiary,no,no
104876,38,services,single,primary,yes,no
131558,24,services,single,secondary,yes,no
115909,50,management,married,tertiary,yes,no
115910,58,unemployed,married,tertiary,no,yes
132676,33,technician,divorced,secondary,yes,no
100926,30,management,single,tertiary,yes,no
108431,49,management,divorced,tertiary,yes,no
111545,55,housemaid,married,primary,no,no
111546,44,blue-collar,married,primary,no,no
108769,26,admin.,single,secondary,yes,no
122078,52,blue-collar,married,primary,no,no
134506,26,admin.,single,tertiary,yes,no
103359,60,blue-collar,married,primary,yes,no
103360,47,services,married,secondary,yes,no
132388,42,blue-collar,married,primary,yes,yes
132387,47,management,married,tertiary,yes,no
125441,51,technician,divorced,secondary,yes,no
143164,37,management,married,tertiary,no,no
143163,34,self-employed,married,secondary,no,no
104554,60,management,married,tertiary,yes,no
134389,38,technician,single,tertiary,no,no
108111,60,self-employed,single,secondary,yes,no
119338,57,management,married,tertiary,no,no
111002,55,admin.,divorced,secondary,no,no
123861,32,technician,single,secondary,no,no
106082,36,blue-collar,married,secondary,yes,yes
135513,31,unemployed,single,tertiary,yes,no
139059,32,admin.,single,secondary,yes,no
130958,48,blue-collar,married,primary,yes,no
130957,45,blue-collar,married,secondary,no,yes
107993,43,management,single,secondary,yes,no
142518,31,management,single,tertiary,no,no
127224,33,blue-collar,divorced,secondary,no,yes
125989,40,management,married,tertiary,no,no
132601,33,admin.,single,secondary,yes,no
105692,30,blue-collar,married,secondary,yes,no
128398,38,admin.,single,secondary,yes,no
119555,35,management,married,tertiary,yes,no
119556,36,management,married,tertiary,yes,no
140405,69,retired,divorced,primary,no,no
131733,49,entrepreneur,divorced,tertiary,yes,yes
108268,32,blue-collar,married,primary,yes,no
115282,31,blue-collar,married,secondary,yes,no
141047,45,management,married,tertiary,no,no
138263,35,admin.,divorced,secondary,no,no
142449,29,technician,single,tertiary,yes,no
133710,34,services,married,secondary,yes,no
133709,58,admin.,married,secondary,yes,yes
112906,42,admin.,married,secondary,yes,no
112905,43,management,married,tertiary,no,no
115675,28,self-employed,single,tertiary,yes,no
100181,31,services,married,tertiary,yes,no
108508,31,admin.,single,secondary,yes,no
112803,29,blue-collar,married,primary,yes,no
129576,31,blue-collar,married,primary,no,no
125834,45,self-employed,married,secondary,no,no
125833,51,management,married,tertiary,yes,no
133966,35,management,single,tertiary,yes,no
118659,42,services,married,secondary,yes,no
101284,38,blue-collar,married,secondary,yes,no
101283,38,management,married,tertiary,yes,no
132339,29,management,single,tertiary,no,no
136515,50,retired,married,secondary,no,no
136516,33,retired,married,primary,yes,no
141830,41,management,married,tertiary,no,no
123264,46,management,divorced,secondary,no,no
142121,72,retired,single,tertiary,no,no
107155,46,admin.,divorced,secondary,yes,no
141695,57,retired,married,secondary,no,no
144252,34,management,divorced,tertiary,yes,no
141853,31,admin.,single,secondary,no,yes
129796,33,technician,married,secondary,yes,yes
129795,44,entrepreneur,married,tertiary,yes,no
141485,70,retired,divorced,secondary,no,no
129423,60,retired,married,secondary,no,no
129424,59,housemaid,married,primary,no,no
127992,29,self-employed,single,secondary,no,no
133144,56,unemployed,divorced,secondary,yes,yes
111796,52,management,married,tertiary,no,no
103984,34,management,divorced,tertiary,yes,no
103118,57,technician,single,secondary,yes,no
117894,39,admin.,divorced,secondary,yes,no
130084,31,technician,single,primary,yes,no
138528,42,admin.,divorced,secondary,yes,no
138488,47,blue-collar,married,primary,yes,no
138487,52,technician,married,primary,yes,no
130956,40,blue-collar,married,primary,yes,no
